ID,Sex,Bachelor,Age,Graduated,Career,Work Experience,Family Expenses,Family  Size,Variable,Segmentation,Description
1462223772,Male,No,21,No,Doctor,1,Low,4,Dog_6,Darsh,The specimen is responsible and hardworking.
1462218920,Male,No,31,No,Singer,1,Low,1,Dog_4,Akshat,The specimen is reliable and experienced.
1462225016,Female,Yes,35,Yes,Housewife,9,Average,2,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462223408,Male,No,22,No,Doctor,1,Low,3,Dog_1,Darsh,The specimen is responsible and hardworking.
1462219919,Male,No,20,No,Doctor,0,Low,4,Dog_4,Darsh,The specimen is responsible and hardworking.
1462220749,Male,No,30,Yes,Singer,14,Low,3,Dog_6,Darsh,The specimen is reliable and experienced.
1462221692,Male,Yes,66,Yes,Lawyer,0,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462226000,Female,Yes,68,,Lawyer,0,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462226516,Female,Yes,81,Yes,Lawyer,1,High,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462220116,Male,No,31,Yes,,6,Low,1,Dog_4,Darsh,The specimen is reliable and experienced.
1462226305,Male,No,32,Yes,Doctor,1,Low,,Dog_6,Darsh,The specimen is reliable and experienced.
1462226503,Male,No,38,Yes,Singer,0,Low,2,Dog_4,Darsh,The specimen is reliable and experienced.
1462221678,Male,Yes,51,No,HR,9,Average,3,Dog_4,Akshat,The specimen is reliable and experienced.
1462225964,Female,Yes,47,Yes,Fashion Designer,8,Average,4,Dog_3,Chaitanya,The specimen is reliable and experienced.
1462225399,Female,No,46,No,Scientist,1,Low,3,Dog_3,Darsh,The specimen is reliable and experienced.
1462220598,Male,No,18,No,Doctor,1,Low,5,Dog_4,Darsh,The specimen is rather joyful than responsible.
1462225090,Male,No,39,Yes,Fashion Designer,0,Low,1,Dog_1,Akshat,The specimen is reliable and experienced.
1462221460,Male,No,42,Yes,Content Creation,1,Low,,Dog_6,Darsh,The specimen is reliable and experienced.
1462218824,Male,Yes,55,No,Fashion Designer,0,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462225950,Female,Yes,30,No,Housewife,,Average,2,Dog_3,Akshat,The specimen is reliable and experienced.
1462222348,Male,Yes,35,No,Singer,0,Average,5,Dog_6,Darsh,The specimen is reliable and experienced.
1462225717,Male,Yes,35,Yes,Fashion Designer,1,Average,4,Dog_3,Akshat,The specimen is reliable and experienced.
1462221930,Male,Yes,84,Yes,Lawyer,,High,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462223925,Male,Yes,42,No,,8,Low,,Dog_4,Darsh,The specimen is reliable and experienced.
1462224685,Female,No,20,No,Doctor,1,Low,5,Dog_6,Darsh,The specimen is responsible and hardworking.
1462218916,Female,Yes,32,No,Scientist,5,Low,3,Dog_1,Akshat,The specimen is reliable and experienced.
1462223943,Male,No,77,Yes,Lawyer,0,Low,1,Dog_3,Chaitanya,The specimen is reliable and experienced.
1462225019,Male,No,42,Yes,,,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462224176,Female,No,43,No,Content Creation,0,Low,2,Dog_4,Darsh,The specimen is reliable and experienced.
1462225419,Female,No,33,Yes,Singer,0,Low,4,Dog_4,Akshat,The specimen is reliable and experienced.
1462219007,Male,No,27,Yes,Doctor,,Low,3,Dog_6,Darsh,The specimen is responsible and hardworking.
1462220499,Male,No,30,Yes,Scientist,0,Low,2,Dog_3,Akshat,The specimen is reliable and experienced.
1462220637,Female,Yes,47,Yes,Fashion Designer,0,Average,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462221605,Male,Yes,38,Yes,Singer,0,Low,2,Dog_4,Akshat,The specimen is reliable and experienced.
1462220521,Male,Yes,80,No,Lawyer,8,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462221327,Male,Yes,31,Yes,Doctor,0,Low,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462226339,Male,Yes,52,Yes,Singer,1,Average,5,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462224146,Male,Yes,60,No,Singer,,Low,2,Dog_3,Akshat,The specimen is reliable and experienced.
1462218912,Male,No,32,No,Doctor,7,Low,4,Dog_3,Akshat,The specimen is reliable and experienced.
1462224271,Female,Yes,51,Yes,Singer,,Average,2,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462219700,Male,No,30,Yes,Doctor,1,Low,4,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462218743,Female,No,46,Yes,Scientist,1,Low,,Dog_3,Akshat,The specimen is reliable and experienced.
1462225190,Male,Yes,49,Yes,Fashion Designer,0,Low,1,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462222758,Female,No,46,Yes,Fashion Designer,1,Low,1,Dog_3,Bhavesh,The specimen is reliable and experienced.
1462220664,Female,No,52,Yes,Fashion Designer,6,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462226494,Female,No,25,Yes,Doctor,9,Low,2,Dog_6,Darsh,The specimen is responsible and hardworking.
1462219931,Female,No,21,No,Doctor,9,Low,4,Dog_3,Darsh,The specimen is responsible and hardworking.
1462225159,Female,No,29,Yes,Scientist,1,Low,1,Dog_6,Akshat,The specimen is responsible and hardworking.
1462221553,Female,,39,Yes,Scientist,5,Low,,Dog_2,Bhavesh,The specimen is reliable and experienced.
1462218628,Female,Yes,28,No,Scientist,9,Average,2,Dog_4,Akshat,The specimen is responsible and hardworking.
1462218993,Female,Yes,37,Yes,Singer,0,Average,2,Dog_1,Bhavesh,The specimen is reliable and experienced.
1462223561,Male,No,23,No,Scientist,0,Low,5,Dog_6,Bhavesh,The specimen is responsible and hardworking.
1462223895,Male,Yes,47,Yes,Fashion Designer,1,Low,1,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462224831,Male,Yes,60,No,Fashion Designer,0,Low,1,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223046,Male,No,36,Yes,Fashion Designer,0,Low,,Dog_6,Akshat,The specimen is reliable and experienced.
1462226290,Female,No,18,No,Doctor,12,Low,3,Dog_3,Darsh,The specimen is rather joyful than responsible.
1462218907,Female,Yes,45,Yes,Fashion Designer,1,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462218945,Male,Yes,42,No,Singer,1,Low,2,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462223371,Female,Yes,41,Yes,Content Creation,9,Low,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462218900,Female,No,27,No,Housewife,9,Low,1,Dog_6,Darsh,The specimen is responsible and hardworking.
1462223397,Female,Yes,89,Yes,Lawyer,1,Low,,Dog_6,Akshat,The specimen is reliable and experienced.
1462222568,Male,No,65,Yes,HR,9,Low,3,Dog_6,Darsh,The specimen is reliable and experienced.
1462222264,Female,No,20,No,Doctor,4,Low,4,Dog_6,Darsh,The specimen is responsible and hardworking.
1462225407,Female,Yes,35,Yes,Fashion Designer,3,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462218891,Female,No,21,No,Doctor,7,Low,,Dog_6,Darsh,The specimen is responsible and hardworking.
1462221490,Female,Yes,78,No,Lawyer,0,High,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462222704,Male,Yes,43,No,Fashion Designer,4,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462219202,Male,Yes,74,No,HR,0,Low,,,Darsh,The specimen is reliable and experienced.
1462223786,Female,No,25,No,Scientist,0,Low,4,Dog_6,Darsh,The specimen is responsible and hardworking.
1462218924,Male,Yes,71,Yes,Fashion Designer,0,Average,5,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462225927,Female,Yes,29,Yes,Fashion Designer,4,Low,2,Dog_1,Darsh,The specimen is responsible and hardworking.
1462225794,Female,Yes,36,Yes,Scientist,0,Low,1,Dog_3,Bhavesh,The specimen is reliable and experienced.
1462221855,Female,Yes,41,No,Content Creation,1,High,5,Dog_3,Akshat,The specimen is reliable and experienced.
1462225406,Male,Yes,28,Yes,Doctor,1,Low,2,Dog_6,Chaitanya,The specimen is responsible and hardworking.
1462220583,Male,No,20,No,Doctor,,Low,5,Dog_3,Darsh,The specimen is responsible and hardworking.
1462219179,Male,Yes,26,No,HR,9,High,4,Dog_6,Darsh,The specimen is responsible and hardworking.
1462222717,Female,No,33,Yes,Scientist,,Low,5,Dog_7,Darsh,The specimen is reliable and experienced.
1462221724,Female,Yes,47,Yes,Fashion Designer,0,Low,1,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462222017,Male,No,23,No,Singer,1,Low,3,Dog_4,Darsh,The specimen is responsible and hardworking.
1462225077,Female,Yes,59,Yes,Scientist,5,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462225000,Female,No,29,Yes,Housewife,13,Low,1,Dog_6,Akshat,The specimen is responsible and hardworking.
1462223151,Male,No,25,No,Doctor,0,Low,4,Dog_6,Darsh,The specimen is responsible and hardworking.
1462226500,Male,Yes,,,Lawyer,0,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462223399,Female,No,53,Yes,Fashion Designer,9,Low,1,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462222949,Male,No,27,Yes,Doctor,,Low,4,Dog_6,Bhavesh,The specimen is responsible and hardworking.
1462225932,Male,No,18,No,Doctor,6,Low,4,Dog_6,Darsh,The specimen is rather joyful than responsible.
1462225409,Male,Yes,48,Yes,HR,1,High,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462225320,Female,,31,Yes,Scientist,1,Low,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462218768,Female,No,26,Yes,Singer,1,Low,1,Dog_6,Darsh,The specimen is responsible and hardworking.
1462222084,Female,Yes,36,No,Scientist,,Average,4,Dog_4,Darsh,The specimen is reliable and experienced.
1462219089,Male,Yes,67,No,HR,2,High,1,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462219831,Female,Yes,59,Yes,Fashion Designer,0,Average,5,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462226465,Male,Yes,39,No,HR,6,Average,2,Dog_4,Darsh,The specimen is reliable and experienced.
1462225422,Male,Yes,47,No,HR,,High,4,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462223021,Male,Yes,37,Yes,Content Creation,,High,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462225301,Male,Yes,63,No,Doctor,0,Average,4,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462218506,Female,,58,No,HR,1,Average,3,Dog_3,Bhavesh,The specimen is reliable and experienced.
1462224713,Male,Yes,43,Yes,Fashion Designer,9,Low,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223872,Male,No,31,No,Doctor,1,Low,4,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462225270,Male,No,27,Yes,Doctor,,Low,3,Dog_6,Darsh,The specimen is responsible and hardworking.
1462222190,Male,Yes,51,Yes,Scientist,1,Average,4,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462219287,Male,No,18,No,Doctor,0,Low,3,Dog_6,Darsh,The specimen is rather joyful than responsible.
1462225023,Female,Yes,38,Yes,Scientist,4,Low,2,Dog_4,Akshat,The specimen is reliable and experienced.
1462221992,Female,Yes,87,Yes,Fashion Designer,0,Low,1,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462220045,Male,No,46,Yes,Fashion Designer,0,Low,1,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223578,Female,No,43,Yes,Housewife,14,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462223161,Female,Yes,88,Yes,Lawyer,0,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462223022,Female,Yes,77,Yes,Lawyer,1,High,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462225649,Female,Yes,52,Yes,Scientist,0,Average,4,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462222122,Female,Yes,49,Yes,Fashion Designer,0,Average,5,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462220108,Male,No,18,No,Scientist,0,Low,2,Dog_5,Darsh,The specimen is rather joyful than responsible.
1462220044,Female,Yes,52,No,Scientist,9,Average,4,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462220382,Female,Yes,58,Yes,Fashion Designer,0,High,3,,Bhavesh,The specimen is reliable and experienced.
1462224066,Male,No,21,No,Doctor,,Low,4,Dog_6,Darsh,The specimen is responsible and hardworking.
1462224275,Male,No,28,No,Singer,0,Low,3,Dog_6,Akshat,The specimen is responsible and hardworking.
1462218788,Female,Yes,27,Yes,Fashion Designer,4,Average,2,Dog_3,Chaitanya,The specimen is responsible and hardworking.
1462218690,Male,No,33,Yes,Scientist,0,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462226338,Male,Yes,85,Yes,Fashion Designer,1,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462225602,Female,No,38,Yes,Scientist,1,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462224332,Female,Yes,85,Yes,Lawyer,0,Low,1,Dog_3,Darsh,The specimen is reliable and experienced.
1462220492,Female,Yes,31,No,Scientist,9,Low,4,Dog_6,Akshat,The specimen is reliable and experienced.
1462219560,Female,Yes,66,Yes,Scientist,8,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462218523,Female,No,22,No,Doctor,0,Low,2,Dog_6,Darsh,The specimen is responsible and hardworking.
1462224806,Male,Yes,66,No,Lawyer,0,High,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223542,Male,Yes,66,No,Singer,1,High,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462220187,Female,No,25,Yes,Singer,8,Low,3,Dog_6,Darsh,The specimen is responsible and hardworking.
1462221287,Female,No,49,Yes,Fashion Designer,3,Low,1,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462220823,Male,Yes,75,Yes,Lawyer,0,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462219085,Female,Yes,83,No,Lawyer,,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462222108,Male,Yes,83,Yes,Lawyer,6,High,3,Dog_6,Darsh,The specimen is reliable and experienced.
1462219608,Female,Yes,43,Yes,Fashion Designer,5,High,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462220287,Female,Yes,41,Yes,Content Creation,0,Low,3,Dog_6,Darsh,The specimen is reliable and experienced.
1462225843,Female,No,46,Yes,Fashion Designer,9,Low,1,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462225206,Female,No,43,Yes,Scientist,0,Low,,Dog_4,Akshat,The specimen is reliable and experienced.
1462223946,Male,Yes,63,Yes,Fashion Designer,1,Low,1,Dog_1,Chaitanya,The specimen is reliable and experienced.
1462223179,Female,Yes,39,Yes,Doctor,8,High,2,Dog_1,Darsh,The specimen is reliable and experienced.
1462224283,Male,Yes,30,Yes,Singer,0,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462219305,Male,Yes,60,Yes,Singer,1,Average,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462218505,Female,No,36,Yes,Fashion Designer,5,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462226029,Male,Yes,46,Yes,Fashion Designer,2,Average,4,Dog_2,Chaitanya,The specimen is reliable and experienced.
1462222844,Female,No,19,No,Singer,1,Low,5,Dog_6,Darsh,The specimen is rather joyful than responsible.
1462225297,Female,Yes,52,Yes,Scientist,1,Average,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223889,Female,Yes,53,Yes,Fashion Designer,8,Average,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462224697,Male,Yes,43,No,Fashion Designer,1,High,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462226244,Male,Yes,52,Yes,HR,1,High,4,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462222649,Female,No,53,No,Lawyer,1,Low,3,Dog_6,Darsh,The specimen is reliable and experienced.
1462219379,Female,Yes,74,Yes,Lawyer,1,High,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462219678,Male,Yes,37,No,Singer,0,Low,5,Dog_4,Akshat,The specimen is reliable and experienced.
1462220465,Female,Yes,37,No,Content Creation,0,Low,4,Dog_6,Darsh,The specimen is reliable and experienced.
1462221487,Female,Yes,39,Yes,Fashion Designer,0,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462220305,Female,Yes,84,Yes,Lawyer,3,High,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462218813,Female,No,32,No,Scientist,,Low,4,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462222973,Female,No,39,No,Scientist,2,Low,,Dog_3,Darsh,The specimen is reliable and experienced.
1462222157,Male,Yes,58,Yes,Fashion Designer,8,Average,3,,Chaitanya,The specimen is reliable and experienced.
1462224402,Male,Yes,52,No,Housewife,,Average,4,Dog_6,Akshat,The specimen is reliable and experienced.
1462222012,Male,Yes,66,Yes,Singer,,Average,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462225032,Male,No,26,No,Singer,0,Low,2,Dog_6,Akshat,The specimen is responsible and hardworking.
1462223583,Male,No,29,Yes,Doctor,0,Low,4,Dog_6,Darsh,The specimen is responsible and hardworking.
1462226134,Female,No,47,Yes,Singer,1,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462222172,Male,Yes,35,No,,1,Low,2,Dog_6,Darsh,The specimen is reliable and experienced.
1462223768,Male,Yes,73,Yes,Fashion Designer,1,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462221783,Female,No,25,No,Content Creation,1,Low,4,Dog_4,Bhavesh,The specimen is responsible and hardworking.
1462226353,Female,Yes,74,No,Fashion Designer,5,High,2,Dog_7,Chaitanya,The specimen is reliable and experienced.
1462218613,Female,Yes,69,Yes,Lawyer,0,High,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462224404,Male,Yes,43,Yes,Fashion Designer,2,Average,4,Dog_3,Chaitanya,The specimen is reliable and experienced.
1462225825,Male,No,26,Yes,Fashion Designer,,Low,1,,Bhavesh,The specimen is responsible and hardworking.
1462218801,Male,No,19,No,Doctor,0,Low,4,Dog_6,Darsh,The specimen is rather joyful than responsible.
1462225323,Female,No,19,No,Doctor,1,Low,5,Dog_3,Darsh,The specimen is rather joyful than responsible.
1462218695,Female,,85,No,Lawyer,0,High,1,Dog_3,Chaitanya,The specimen is reliable and experienced.
1462223429,Male,Yes,51,Yes,Scientist,1,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223063,Male,Yes,45,Yes,Fashion Designer,1,Average,6,Dog_5,Chaitanya,The specimen is reliable and experienced.
1462221901,Female,No,23,No,Doctor,,Low,4,Dog_1,Darsh,The specimen is responsible and hardworking.
1462223062,Female,Yes,51,Yes,Fashion Designer,1,Average,2,Dog_7,Chaitanya,The specimen is reliable and experienced.
1462222478,Female,Yes,60,Yes,Fashion Designer,1,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462225354,Female,No,72,Yes,Lawyer,1,Low,2,Dog_6,Darsh,The specimen is reliable and experienced.
1462224027,Male,Yes,41,Yes,Fashion Designer,0,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462221186,Male,Yes,70,Yes,Fashion Designer,1,Average,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462225327,Female,Yes,43,Yes,Fashion Designer,1,Average,3,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462218511,Female,No,35,No,Fashion Designer,5,Low,4,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462221689,Female,Yes,62,Yes,Fashion Designer,1,Low,4,Dog_4,Chaitanya,The specimen is reliable and experienced.
1462219610,Female,Yes,51,Yes,Fashion Designer,,Low,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462225743,Female,Yes,30,Yes,Scientist,8,High,6,Dog_4,Darsh,The specimen is reliable and experienced.
1462224161,Female,Yes,45,Yes,Fashion Designer,1,Average,4,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223543,Female,Yes,73,No,Lawyer,1,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223218,Male,Yes,59,Yes,Fashion Designer,3,Average,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462225287,Male,No,22,No,Doctor,0,Low,5,Dog_2,Darsh,The specimen is responsible and hardworking.
1462226057,Male,Yes,69,Yes,Fashion Designer,,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462225684,Male,Yes,61,Yes,Lawyer,,High,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223875,Male,No,36,No,Doctor,,Low,4,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462221428,Male,No,19,No,Doctor,1,Low,7,Dog_4,Darsh,The specimen is rather joyful than responsible.
1462221174,Female,No,29,Yes,Doctor,0,Low,4,Dog_6,Akshat,The specimen is responsible and hardworking.
1462223532,Female,No,40,Yes,Fashion Designer,0,Low,1,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462220030,Male,Yes,26,No,Singer,0,High,2,Dog_6,Darsh,The specimen is responsible and hardworking.
1462219195,Male,No,29,No,Scientist,1,Low,2,Dog_6,Darsh,The specimen is responsible and hardworking.
1462222219,Female,Yes,57,Yes,Fashion Designer,4,Average,,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462222328,Female,No,61,Yes,Singer,3,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462220922,Male,No,21,No,Doctor,0,Low,4,Dog_3,Darsh,The specimen is responsible and hardworking.
1462220805,Male,No,22,No,Doctor,0,Low,4,Dog_6,Darsh,The specimen is responsible and hardworking.
1462219302,Male,Yes,47,Yes,Fashion Designer,0,Average,4,Dog_3,Chaitanya,The specimen is reliable and experienced.
1462226311,Male,,39,,Singer,8,Low,4,Dog_3,Chaitanya,The specimen is reliable and experienced.
1462224907,Male,Yes,51,Yes,HR,3,High,5,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462221151,Female,Yes,29,No,Housewife,,High,3,Dog_3,Akshat,The specimen is responsible and hardworking.
1462221189,Female,Yes,42,Yes,Fashion Designer,0,High,2,Dog_2,Chaitanya,The specimen is reliable and experienced.
1462220437,Male,No,20,No,Content Creation,1,Low,3,Dog_4,Darsh,The specimen is responsible and hardworking.
1462224658,Female,Yes,66,Yes,Fashion Designer,0,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223419,Male,No,32,Yes,Doctor,1,Low,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223671,Male,Yes,56,,Fashion Designer,2,Average,3,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462219410,Female,Yes,56,Yes,Singer,1,Average,3,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462220536,Male,No,28,No,Doctor,0,Low,5,Dog_4,Bhavesh,The specimen is responsible and hardworking.
1462219557,Male,Yes,25,No,Singer,2,Low,2,Dog_4,Akshat,The specimen is responsible and hardworking.
1462224678,Female,No,23,No,,0,Low,2,Dog_6,Darsh,The specimen is responsible and hardworking.
1462218751,Male,Yes,40,Yes,Fashion Designer,1,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462220729,Male,Yes,35,No,Doctor,1,Low,5,Dog_6,Darsh,The specimen is reliable and experienced.
1462225714,Male,Yes,50,Yes,Fashion Designer,0,Average,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462218904,Female,Yes,39,Yes,Fashion Designer,5,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462219484,Female,,49,No,Doctor,2,Average,2,Dog_3,Darsh,The specimen is reliable and experienced.
1462219098,Male,Yes,72,Yes,Fashion Designer,0,Low,3,Dog_4,Chaitanya,The specimen is reliable and experienced.
1462222836,Female,No,30,No,Fashion Designer,0,Low,,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462224609,Male,Yes,21,No,Scientist,1,Low,3,Dog_3,Darsh,The specimen is responsible and hardworking.
1462225878,Female,No,39,Yes,Scientist,8,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462224936,Female,No,37,Yes,Doctor,1,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462223204,Female,No,59,Yes,Fashion Designer,1,Low,1,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462222297,Female,Yes,33,No,Doctor,0,Low,5,Dog_5,Darsh,The specimen is reliable and experienced.
1462222255,Female,No,49,Yes,Doctor,8,Low,1,Dog_3,Darsh,The specimen is reliable and experienced.
1462220888,Female,No,30,Yes,Scientist,8,Low,,Dog_4,Darsh,The specimen is reliable and experienced.
1462222656,Male,Yes,43,No,HR,8,Low,3,Dog_6,Akshat,The specimen is reliable and experienced.
1462219025,Female,No,37,Yes,Fashion Designer,3,Low,1,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223842,Female,No,52,Yes,Fashion Designer,0,Low,2,,Chaitanya,The specimen is reliable and experienced.
1462218771,Female,Yes,53,Yes,Scientist,1,Average,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462220710,Male,No,38,Yes,Singer,,Low,4,Dog_6,Darsh,The specimen is reliable and experienced.
1462223432,Female,No,46,Yes,Fashion Designer,5,Low,1,Dog_2,Bhavesh,The specimen is reliable and experienced.
1462221116,Male,No,40,Yes,Singer,0,Low,2,Dog_2,Akshat,The specimen is reliable and experienced.
1462226496,Female,Yes,70,Yes,Lawyer,1,,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462225617,Male,No,33,No,Scientist,1,Low,3,Dog_4,Darsh,The specimen is reliable and experienced.
1462221415,Male,Yes,69,Yes,Lawyer,1,Low,1,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462222496,Female,Yes,70,,Lawyer,,High,,Dog_6,Akshat,The specimen is reliable and experienced.
1462221898,Male,No,32,No,Scientist,0,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462219956,Male,No,48,Yes,Fashion Designer,1,Low,1,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462224081,Male,Yes,29,Yes,Scientist,1,Low,3,Dog_6,Darsh,The specimen is responsible and hardworking.
1462220860,Male,No,25,No,Doctor,7,Low,4,Dog_4,Darsh,The specimen is responsible and hardworking.
1462222335,Male,No,32,No,Singer,0,Low,6,Dog_3,Darsh,The specimen is reliable and experienced.
1462221858,Male,No,21,No,Doctor,,Low,3,Dog_6,Darsh,The specimen is responsible and hardworking.
1462223051,Female,Yes,49,Yes,Housewife,8,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462221714,Male,No,29,Yes,Scientist,1,Low,4,Dog_6,Bhavesh,The specimen is responsible and hardworking.
1462221092,Female,No,23,No,Doctor,0,Low,3,Dog_6,Darsh,The specimen is responsible and hardworking.
1462218533,Female,Yes,36,Yes,Fashion Designer,1,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462221208,Female,No,22,No,Doctor,6,Low,3,Dog_3,Darsh,The specimen is responsible and hardworking.
1462222138,Female,No,33,Yes,Doctor,1,Low,3,Dog_6,Darsh,The specimen is reliable and experienced.
1462219672,Male,Yes,35,Yes,Fashion Designer,7,Low,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462218620,Female,No,29,No,Content Creation,8,Low,4,Dog_6,Darsh,The specimen is responsible and hardworking.
1462224004,Female,Yes,76,No,Lawyer,1,High,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462225053,Male,No,25,Yes,Singer,1,Low,3,Dog_6,Akshat,The specimen is responsible and hardworking.
1462218578,Female,No,38,Yes,Fashion Designer,0,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462226540,Female,No,31,Yes,Singer,0,Low,3,Dog_3,Akshat,The specimen is reliable and experienced.
